Order,MS SubClass,Lot Frontage,Lot Area,Street,Utilities,Lot Config,Neighborhood,Condition 1,Bldg Type,House Style,Year Remod/Add,Exterior 1st,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Garage Type,Garage Cars,Garage Area,Mo Sold,Yr Sold,SalePrice
1258,30,60,5400,Pave,AllPub,Corner,OldTown,Norm,1Fam,1Story,2005,VinylSd,672,0,672,0,1,0,Detchd,1,308,7,2008,86900
1259,50,60,10836,Pave,AllPub,Inside,OldTown,Norm,1Fam,1.5Fin,1950,Wd Sdng,1254,182,1436,0,1,0,Detchd,4,1488,6,2008,139000
1260,190,60,10800,Pave,AllPub,Inside,OldTown,Norm,2fmCon,2Story,2000,MetalSd,694,600,1294,0,2,0,NA,0,0,8,2008,106250
1261,60,70,9247,Pave,AllPub,Inside,NAmes,Norm,1Fam,2Story,1962,HdBoard,858,858,1716,0,1,1,Attchd,2,490,3,2008,171000
1262,20,78,10180,Pave,AllPub,Corner,NAmes,Feedr,1Fam,1Story,1968,HdBoard,1044,0,1044,0,1,1,Attchd,2,372,6,2008,139000
1263,20,76,11355,Pave,AllPub,Corner,NAmes,Norm,1Fam,1Story,2001,HdBoard,1312,0,1312,0,1,1,Attchd,2,495,4,2008,186000
1264,20,,10920,Pave,AllPub,Corner,NAmes,Norm,1Fam,1Story,1960,MetalSd,1253,0,1253,1,1,1,Attchd,1,352,5,2008,157000
1265,20,,12929,Pave,AllPub,Inside,NAmes,Norm,1Fam,1Story,1993,Wd Sdng,1081,0,1081,1,1,0,CarPort,1,401,6,2008,148000
1266,20,313,27650,Pave,AllPub,Inside,NAmes,PosA,1Fam,1Story,2007,Wd Sdng,2069,0,2069,1,2,0,Attchd,2,505,11,2008,242000
1267,20,74,8892,Pave,AllPub,Corner,NAmes,Norm,1Fam,1Story,1996,WdShing,910,0,910,0,1,0,Attchd,2,414,10,2008,116000
1268,20,60,7200,Pave,AllPub,Inside,NAmes,Norm,1Fam,1Story,1951,MetalSd,876,0,876,0,1,0,Detchd,2,576,2,2008,94000
1269,20,60,7200,Pave,AllPub,Inside,NAmes,Norm,1Fam,1Story,1950,MetalSd,1048,0,1048,0,1,0,Detchd,2,420,7,2008,98300
1270,80,70,7910,Pave,AllPub,Inside,NAmes,Norm,1Fam,SLvl,1960,BrkFace,1507,0,1507,0,2,0,Basment,1,404,8,2008,127000
1271,20,80,8000,Pave,AllPub,Inside,NAmes,Norm,1Fam,1Story,1959,BrkFace,1256,0,1256,1,1,1,Attchd,1,311,5,2008,159000
1272,20,80,8000,Pave,AllPub,Inside,NAmes,Norm,1Fam,1Story,1962,BrkFace,1027,0,1027,0,1,0,Attchd,1,299,11,2008,125900
1273,20,70,7931,Pave,AllPub,Inside,NAmes,Norm,1Fam,1Story,1960,BrkFace,1269,0,1269,0,1,1,Detchd,1,308,6,2008,155000
1274,50,60,8064,Pave,AllPub,Inside,NAmes,Artery,1Fam,1.5Fin,1950,Wd Sdng,819,501,1320,0,2,0,Detchd,2,576,9,2008,138000
1275,45,64,6390,Pave,AllPub,Corner,NAmes,Feedr,1Fam,1.5Unf,1954,MetalSd,984,0,984,1,1,0,Detchd,1,280,6,2008,112500
1276,45,59,7227,Pave,AllPub,Corner,NAmes,Artery,1Fam,1.5Unf,1954,MetalSd,832,0,832,0,1,0,Detchd,2,528,6,2008,105500
1277,50,60,7200,Pave,AllPub,Inside,NAmes,Norm,1Fam,1.5Fin,1954,MetalSd,854,424,1278,0,1,0,Attchd,1,240,4,2008,127500
1278,90,113,8513,Pave,AllPub,Corner,NAmes,Artery,Duplex,1Story,1961,BrkFace,1800,0,1800,0,2,0,NA,0,0,11,2008,130000
1279,50,60,7200,Pave,AllPub,Inside,NAmes,Norm,1Fam,1.5Fin,1967,MetalSd,1024,564,1588,0,1,1,Detchd,2,480,3,2008,150000
1280,20,60,7200,Pave,AllPub,Inside,NAmes,Norm,1Fam,1Story,1954,MetalSd,825,0,825,0,1,0,Attchd,1,350,7,2008,109500
1281,60,71,7056,Pave,AllPub,Inside,NAmes,Norm,1Fam,2Story,1963,HdBoard,983,813,1796,1,1,1,Attchd,2,483,10,2008,140000
1282,60,80,9760,Pave,AllPub,Inside,NAmes,Norm,1Fam,2Story,1964,HdBoard,798,813,1611,1,1,1,Attchd,2,442,6,2008,167900
1283,20,69,7590,Pave,AllPub,Inside,NAmes,PosN,1Fam,1Story,1963,Wd Sdng,1117,0,1117,0,1,0,Attchd,1,264,5,2008,136870
1284,20,56,9836,Pave,AllPub,Inside,OldTown,Artery,1Fam,1Story,2008,VinylSd,1133,0,1133,1,1,0,Detchd,1,308,12,2008,143000
1285,30,30,5232,Pave,AllPub,Inside,OldTown,Artery,1Fam,1Story,2004,Wd Sdng,764,0,764,0,1,0,Detchd,2,504,6,2008,73000
1286,70,60,10440,Pave,AllPub,Inside,OldTown,Norm,1Fam,2Story,2002,MetalSd,958,581,1539,0,2,0,Detchd,2,686,6,2008,157500
1287,50,57,9184,Pave,AllPub,Inside,OldTown,Artery,1Fam,1.5Fin,2005,WdShing,948,375,1323,0,1,0,Detchd,2,400,7,2008,122600
1288,70,80,4800,Pave,AllPub,Inside,OldTown,Norm,1Fam,2Story,2003,AsbShng,680,680,1360,0,1,0,Attchd,1,330,1,2008,111000
1289,50,60,10440,Pave,AllPub,Corner,OldTown,Norm,1Fam,1.5Fin,1950,BrkFace,1584,1208,2792,0,2,0,Detchd,2,520,6,2008,256000
1290,30,60,4800,Pave,AllPub,Corner,OldTown,Norm,1Fam,1Story,1950,MetalSd,672,0,672,0,1,0,Detchd,1,256,8,2008,64000
1291,75,60,6000,Pave,AllPub,Inside,OldTown,Norm,1Fam,2.5Unf,2005,Wd Sdng,728,728,1456,0,1,1,Detchd,1,308,6,2008,139500
1292,190,63,11426,Pave,AllPub,Inside,OldTown,Norm,2fmCon,1.5Fin,1996,Wd Sdng,828,658,1594,0,2,0,NA,0,0,6,2008,118000
1293,50,63,11426,Pave,AllPub,Inside,OldTown,Norm,1Fam,1.5Fin,2003,VinylSd,1362,720,2082,0,2,1,Detchd,2,484,6,2008,200000
1294,50,63,7628,Pave,AllPub,Inside,OldTown,Norm,1Fam,1.5Fin,1985,MetalSd,1095,561,1656,0,2,0,Detchd,2,440,5,2008,119164
1295,50,81,7308,Pave,AllPub,Corner,OldTown,Artery,1Fam,1.5Fin,1950,WdShing,960,780,1740,0,1,0,Detchd,1,225,6,2008,122250
1296,30,60,5400,Pave,AllPub,Inside,OldTown,Norm,1Fam,1Story,2006,Stucco,1027,0,1027,0,1,0,NA,0,0,2,2008,120000
1297,190,60,10800,Pave,AllPub,Inside,OldTown,Norm,2fmCon,1.5Fin,1950,Wd Sdng,884,552,1436,0,2,0,Detchd,2,828,5,2008,155000
1298,30,60,6756,Pave,AllPub,Inside,OldTown,Norm,1Fam,1Story,1950,MetalSd,899,0,899,0,1,0,Detchd,1,200,9,2008,78000
1299,50,44,5914,Pave,AllPub,Inside,OldTown,Norm,1Fam,1.5Fin,1996,Wd Sdng,684,396,1080,0,1,0,NA,0,0,9,2008,95000
1300,20,50,6000,Pave,AllPub,Inside,OldTown,Norm,1Fam,1Story,1950,VinylSd,789,0,789,0,1,0,Detchd,1,250,4,2008,115000
1301,20,100,12000,Pave,AllPub,Inside,OldTown,Norm,1Fam,1Story,2005,MetalSd,1122,0,1122,1,1,0,Attchd,2,528,5,2008,147000
1302,50,75,9000,Pave,AllPub,Corner,OldTown,Norm,1Fam,1.5Fin,1950,MetalSd,904,595,1499,0,1,0,Detchd,3,869,6,2008,140000
1303,20,62,7311,Pave,AllPub,Corner,OldTown,Norm,1Fam,1Story,1950,VinylSd,407,0,407,0,1,0,Detchd,1,297,3,2008,46500
1304,20,50,6000,Pave,AllPub,Inside,OldTown,Norm,1Fam,1Story,1957,BrkFace,928,0,928,0,1,0,Attchd,1,288,6,2008,112500
1305,20,50,6000,Pave,AllPub,Corner,OldTown,Norm,1Fam,1Story,2000,MetalSd,901,0,901,0,1,0,Detchd,1,281,8,2008,107900
1306,20,103,12205,Pave,AllPub,Inside,OldTown,Norm,1Fam,1Story,1992,MetalSd,1588,0,1588,0,2,0,NA,0,0,12,2008,65000
1307,75,87,18386,Pave,AllPub,Inside,OldTown,Norm,1Fam,2.5Fin,2002,CemntBd,1675,1818,3493,0,3,0,Attchd,3,870,5,2008,295000
1308,190,69,9142,Pave,AllPub,Inside,OldTown,Norm,2fmCon,2Story,2006,MetalSd,830,797,1627,0,2,0,Detchd,2,420,2,2008,139500
1309,50,100,12665,Pave,AllPub,Inside,OldTown,Artery,1Fam,1.5Fin,1950,Wd Sdng,876,540,1416,0,1,1,Detchd,3,720,6,2008,153900
1310,75,53,5350,Pave,AllPub,Corner,OldTown,Artery,1Fam,2Story,1965,Wd Sdng,730,720,1450,0,1,0,Detchd,1,288,3,2008,132000
1311,70,34,4571,Pave,AllPub,Inside,OldTown,Norm,1Fam,2Story,1950,AsbShng,624,720,1344,0,1,0,Detchd,3,513,5,2008,98000
1312,50,69,9143,Pave,AllPub,Corner,OldTown,Norm,1Fam,1.5Fin,2003,VinylSd,709,308,1017,0,1,0,Detchd,1,308,5,2008,114000
1313,190,60,9600,Pave,AllPub,Inside,OldTown,Norm,2fmCon,2Story,1960,AsbShng,1377,973,2350,0,2,0,2Types,2,393,4,2008,130000
1314,75,60,9600,Pave,AllPub,Inside,OldTown,Norm,1Fam,2.5Unf,1950,AsbShng,1134,924,2058,0,1,1,Detchd,2,396,4,2008,129500
1315,70,60,6000,Pave,AllPub,Corner,OldTown,Norm,1Fam,2Story,2005,MetalSd,884,656,1540,0,1,1,NA,0,0,2,2008,129400
1316,70,60,9600,Pave,AllPub,Inside,OldTown,Norm,1Fam,2Story,2005,MetalSd,689,689,1378,0,2,0,Detchd,2,360,10,2008,161000
1317,190,60,10800,Pave,AllPub,Inside,OldTown,Norm,2fmCon,1.5Fin,2000,Wd Sdng,1221,691,1912,0,2,0,Detchd,2,672,4,2008,163000
1318,75,35,6300,Pave,AllPub,Inside,OldTown,Norm,1Fam,2.5Unf,2001,Wd Sdng,742,742,1484,0,2,0,NA,0,0,6,2008,128000
1319,70,50,5250,Pave,AllPub,Inside,OldTown,Norm,1Fam,2Story,1987,MetalSd,938,1215,2358,0,2,0,NA,0,0,12,2008,122000
1320,50,,5700,Pave,AllPub,Inside,OldTown,Norm,1Fam,1.5Fin,1950,Wd Sdng,572,539,1111,0,1,0,Detchd,1,288,8,2008,116900
1321,75,75,13500,Pave,AllPub,Inside,OldTown,Artery,1Fam,2.5Unf,2000,Wd Sdng,1521,1254,2775,0,3,1,Detchd,2,880,7,2008,325000
1322,70,60,11340,Pave,AllPub,Inside,OldTown,Norm,1Fam,2Story,1950,AsbShng,723,363,1086,0,1,0,Detchd,2,400,11,2008,55000
1323,70,60,10800,Pave,AllPub,Inside,OldTown,Norm,1Fam,2Story,1999,Wd Sdng,1313,1182,2495,0,2,0,Detchd,2,342,12,2008,184000
1324,20,65,9750,Pave,AllPub,Inside,OldTown,Norm,1Fam,1Story,1959,MetalSd,984,0,984,1,1,0,Detchd,1,308,6,2008,110000
1325,50,81,12150,Pave,AllPub,Inside,OldTown,Norm,1Fam,1.5Fin,1954,MetalSd,1050,745,1795,0,2,0,Attchd,1,352,11,2008,131500
1326,20,70,12702,Pave,AllPub,Inside,OldTown,Norm,1Fam,1Story,1956,BrkFace,882,0,882,0,1,0,Detchd,1,308,12,2008,97000
1327,20,52,8516,Pave,AllPub,Inside,OldTown,Norm,1Fam,1Story,2006,MetalSd,1093,0,1093,0,1,0,Detchd,1,308,5,2008,115500
1328,30,55,7111,Pave,AllPub,Inside,BrkSide,Norm,1Fam,1Story,1983,WdShing,1143,0,1143,0,1,0,Detchd,1,288,7,2008,138000
1329,50,,7425,Pave,AllPub,Corner,BrkSide,RRAn,1Fam,1.5Fin,1950,Wd Sdng,1195,473,1668,0,1,1,Attchd,1,252,8,2008,108000
1330,40,50,9100,Pave,AllPub,Inside,BrkSide,RRAn,1Fam,1Story,1960,VinylSd,779,0,935,0,1,0,Detchd,1,308,8,2008,79500
1331,50,,7010,Pave,AllPub,Inside,BrkSide,Norm,1Fam,1.5Fin,1950,Wd Sdng,1144,594,1738,0,2,0,Detchd,1,240,7,2008,153000
1332,45,50,6130,Pave,AllPub,Inside,BrkSide,Norm,1Fam,1.5Unf,1950,MetalSd,784,0,784,1,1,0,NA,0,0,5,2008,109500
1333,50,50,5000,Pave,AllPub,Inside,BrkSide,Feedr,1Fam,1.5Fin,2006,Wd Sdng,832,378,1210,0,1,0,Detchd,1,240,5,2008,124000
1334,70,59,5870,Pave,AllPub,Corner,BrkSide,Feedr,1Fam,2Story,2000,HdBoard,736,554,1290,0,1,1,Detchd,1,200,4,2008,106900
1335,50,50,6000,Pave,AllPub,Inside,BrkSide,Norm,1Fam,1.5Fin,1989,Wd Sdng,1014,658,1672,0,1,1,Detchd,1,240,7,2008,164900
1336,30,50,6000,Pave,AllPub,Inside,BrkSide,Norm,1Fam,1Story,2003,Wd Sdng,949,0,949,0,1,0,Detchd,2,370,7,2008,119000
1337,50,50,6000,Pave,AllPub,Corner,BrkSide,Norm,1Fam,1.5Fin,1950,WdShing,950,208,1158,0,1,0,BuiltIn,1,208,7,2008,120000
1338,50,50,6000,Pave,AllPub,Inside,BrkSide,Norm,1Fam,1.5Fin,2000,Wd Sdng,825,672,1497,0,2,0,Detchd,1,672,5,2008,157000
1339,50,50,6000,Pave,AllPub,Inside,BrkSide,Norm,1Fam,1.5Fin,1950,Wd Sdng,874,468,1342,0,2,0,Detchd,1,240,4,2008,105000
1340,45,50,5000,Pave,AllPub,Inside,BrkSide,Norm,1Fam,1.5Unf,1950,MetalSd,1013,0,1013,0,1,0,Detchd,1,160,4,2008,113000
1341,50,60,5520,Pave,AllPub,FR2,BrkSide,Feedr,1Fam,1.5Fin,1997,AsbShng,565,651,1216,1,1,0,BuiltIn,1,355,4,2008,115000
1342,20,99,5940,Pave,AllPub,FR3,BrkSide,Feedr,1Fam,1Story,1950,MetalSd,896,0,896,,1,0,Detchd,1,280,4,2008,79000
1343,50,52,6240,Pave,AllPub,Inside,BrkSide,Norm,1Fam,1.5Fin,1950,MetalSd,624,512,1136,0,1,0,Detchd,1,336,8,2008,123000
1344,30,,6120,Pave,AllPub,Inside,BrkSide,Norm,1Fam,1Story,1995,Plywood,808,0,808,0,1,0,Attchd,1,164,6,2008,81300
1345,50,52,6240,Pave,AllPub,Inside,BrkSide,Norm,1Fam,1.5Fin,1992,MetalSd,1128,445,1573,0,2,0,Detchd,2,360,6,2008,162900
1346,50,52,6240,Pave,AllPub,Inside,BrkSide,Norm,1Fam,1.5Fin,1950,Wd Sdng,1245,764,2009,0,2,0,Detchd,2,400,1,2008,150000
1347,70,51,6120,Pave,AllPub,Inside,OldTown,Artery,1Fam,2Story,1950,Wd Sdng,1226,676,1902,0,2,0,Detchd,2,576,10,2008,123500
1348,50,51,6120,Pave,AllPub,Inside,OldTown,Artery,1Fam,1.5Fin,1950,BrkFace,1022,752,1774,0,2,0,Detchd,2,468,4,2008,129900
1349,70,60,6155,Pave,AllPub,FR3,BrkSide,RRNn,1Fam,2Story,1999,Wd Sdng,751,611,1362,0,2,0,Detchd,2,502,6,2008,128000
1350,30,60,6324,Pave,AllPub,Inside,BrkSide,Feedr,1Fam,1Story,1950,MetalSd,520,0,520,0,1,0,Detchd,1,240,5,2008,68500
1351,50,50,8635,Pave,AllPub,Inside,BrkSide,Norm,1Fam,1.5Fin,2001,Wd Sdng,1072,213,1285,1,1,0,Detchd,1,240,1,2008,127000
1352,50,64,13053,Pave,AllPub,Inside,BrkSide,Norm,1Fam,1.5Fin,2000,Wd Sdng,1053,795,1848,0,1,1,Detchd,2,370,6,2008,207000
1353,50,60,9120,Pave,AllPub,Inside,BrkSide,Norm,1Fam,1.5Fin,1950,Wd Sdng,1133,687,1820,1,2,0,Detchd,1,240,6,2008,184000
1354,50,60,9144,Pave,AllPub,Inside,BrkSide,Norm,1Fam,1.5Fin,2004,VinylSd,1170,546,1716,0,2,0,Detchd,2,672,3,2008,162500
1355,50,,9144,Pave,AllPub,Inside,BrkSide,Norm,1Fam,1.5Fin,1982,MetalSd,988,517,1505,1,1,0,Detchd,1,240,7,2008,145000
1356,30,55,10267,Pave,AllPub,Inside,BrkSide,RRAn,1Fam,1Story,2000,Stucco,838,0,838,1,1,0,Detchd,1,275,5,2008,130000
1357,60,57,8094,Pave,AllPub,Inside,OldTown,Norm,2fmCon,2.5Unf,1983,Wd Sdng,1242,742,1984,0,2,0,Detchd,1,360,9,2008,160000
1358,70,,5100,Pave,AllPub,Inside,OldTown,Norm,1Fam,2Story,1996,Stucco,833,833,1666,0,1,0,Detchd,1,228,6,2008,161000
1359,50,63,4347,Pave,AllPub,Inside,OldTown,Norm,1Fam,1.5Fin,1950,MetalSd,825,784,1609,0,1,0,Detchd,1,228,6,2008,127500
1360,30,,6291,Grvl,AllPub,Inside,IDOTRR,RRNe,1Fam,1Story,1950,Stucco,768,0,768,0,1,0,Detchd,2,440,7,2008,93850
1361,70,60,10266,Pave,AllPub,Inside,IDOTRR,Norm,1Fam,2Story,1952,MetalSd,768,768,1536,0,1,1,Detchd,1,308,5,2008,136000
1362,50,60,6876,Pave,AllPub,Inside,IDOTRR,Norm,1Fam,1.5Fin,1958,Wd Sdng,1272,0,1969,0,2,0,Detchd,2,400,11,2008,141000
1363,50,,10320,Pave,AllPub,Inside,IDOTRR,Norm,1Fam,1.5Fin,1978,HdBoard,880,428,1308,0,2,0,Detchd,2,400,4,2008,120000
1364,30,60,7200,Pave,AllPub,Corner,IDOTRR,Norm,1Fam,1Story,1992,VinylSd,1040,0,1040,0,1,0,Detchd,2,320,7,2008,127500
1365,50,62,7006,Pave,AllPub,Inside,IDOTRR,Norm,1Fam,1.5Fin,1950,Stucco,788,448,1236,1,2,0,Detchd,1,384,8,2008,127000
1366,50,,7920,Pave,AllPub,Inside,IDOTRR,Artery,1Fam,1.5Fin,1950,MetalSd,1035,371,1406,0,1,0,NA,0,0,3,2008,89500
1367,20,49,8235,Pave,AllPub,Inside,OldTown,Feedr,1Fam,1Story,1995,MetalSd,825,0,825,1,1,0,Detchd,2,720,6,2008,125000
1368,50,60,5586,Pave,AllPub,Inside,OldTown,Feedr,1Fam,1.5Fin,1998,MetalSd,1088,110,1198,0,1,0,NA,0,0,9,2008,79900
1369,30,60,10320,Pave,AllPub,Inside,IDOTRR,RRNe,1Fam,1Story,1991,Wd Sdng,759,0,759,0,1,0,Detchd,2,576,8,2008,85000
1370,190,60,10320,Pave,AllPub,Inside,IDOTRR,Norm,2fmCon,2Story,1950,AsphShn,808,536,1344,0,2,0,NA,0,0,5,2008,82375
1371,50,60,10320,Pave,AllPub,Inside,IDOTRR,Norm,1Fam,1.5Fin,1995,MetalSd,756,713,1469,0,1,0,Detchd,1,216,6,2008,135000
1372,20,82,9488,Pave,AllPub,Inside,Sawyer,Feedr,1Fam,1Story,1993,VinylSd,1054,0,1054,0,1,0,Detchd,1,240,9,2008,124000
1373,20,55,8250,Pave,AllPub,Inside,Sawyer,Feedr,1Fam,1Story,1968,HdBoard,1211,0,1211,0,1,0,Attchd,1,322,8,2008,134000
1374,50,115,21286,Pave,AllPub,Inside,Sawyer,Norm,1Fam,1.5Fin,1950,Wd Sdng,720,551,1271,0,2,0,Attchd,1,312,8,2008,135000
1375,50,80,17120,Pave,AllPub,Inside,ClearCr,Feedr,1Fam,1.5Fin,1959,WdShing,1120,468,1588,0,2,0,Detchd,2,680,7,2008,134432
1376,190,62,10106,Pave,AllPub,Inside,Edwards,Norm,2fmCon,1.5Fin,1999,Wd Sdng,808,547,1355,1,2,0,NA,0,0,9,2008,127500
1377,85,,11235,Pave,AllPub,Corner,Sawyer,Feedr,1Fam,SFoyer,1963,HdBoard,1075,0,1075,1,1,0,Detchd,2,440,5,2008,148000
1378,20,70,11200,Pave,AllPub,Inside,Sawyer,Norm,1Fam,1Story,1965,HdBoard,1040,0,1040,1,1,0,Detchd,1,384,2,2008,129500
1379,80,80,13014,Pave,AllPub,Inside,Sawyer,Norm,1Fam,SLvl,1978,HdBoard,1096,0,1096,1,1,0,Attchd,2,484,12,2008,157500
1380,20,,7162,Pave,AllPub,Inside,Sawyer,Norm,1Fam,1Story,1966,HdBoard,904,0,904,0,1,0,Attchd,1,408,12,2008,109900
1381,20,68,10265,Pave,AllPub,Inside,Sawyer,Norm,1Fam,1Story,2005,HdBoard,992,0,992,1,1,0,Attchd,1,294,7,2008,145000
1382,20,57,9764,Pave,AllPub,FR2,Sawyer,Feedr,1Fam,1Story,2003,VinylSd,894,0,894,1,1,0,Attchd,2,450,5,2008,130000
1383,85,,7703,Pave,AllPub,CulDSac,Sawyer,Norm,1Fam,SFoyer,1978,HdBoard,1034,0,1034,0,1,0,Basment,2,504,5,2008,153000
1384,20,,9981,Pave,AllPub,Corner,Sawyer,Norm,1Fam,1Story,1967,MetalSd,1073,0,1073,0,1,0,Attchd,1,270,3,2008,120000
1385,85,,7400,Pave,AllPub,CulDSac,Sawyer,Norm,1Fam,SFoyer,1984,VinylSd,1126,0,1126,1,1,0,Attchd,2,506,3,2008,152000
1386,90,60,12900,Pave,AllPub,Inside,Sawyer,Feedr,Duplex,SFoyer,1969,Plywood,1258,0,1258,2,0,2,CarPort,2,400,1,2008,108959
1387,190,60,12900,Pave,AllPub,Inside,Sawyer,Feedr,2fmCon,1Story,1950,BrkFace,1140,0,1140,1,1,0,CarPort,2,400,1,2008,95541
1388,20,,9000,Pave,AllPub,Inside,Sawyer,Norm,1Fam,1Story,1959,Wd Sdng,1006,0,1006,0,1,0,NA,0,0,7,2008,80000
1389,20,,8544,Pave,AllPub,CulDSac,Sawyer,Norm,1Fam,1Story,2006,HdBoard,1228,0,1228,0,1,1,Attchd,1,271,6,2008,149350
1390,20,94,9239,Pave,AllPub,Inside,Sawyer,Feedr,1Fam,1Story,2003,VinylSd,960,0,960,1,1,0,Attchd,1,300,5,2008,144900
1391,20,88,14175,Pave,AllPub,Inside,Sawyer,PosA,1Fam,1Story,1956,HdBoard,1188,0,1188,1,1,0,Attchd,2,621,6,2008,185000
1392,20,,13284,Pave,AllPub,Inside,Sawyer,PosN,1Fam,1Story,1954,Wd Sdng,1383,0,1383,1,1,0,Attchd,1,354,6,2008,165000
1393,20,,13500,Pave,AllPub,Inside,ClearCr,Norm,1Fam,1Story,1975,BrkFace,1252,0,1252,1,1,0,Attchd,2,564,3,2008,235000
1394,80,85,13825,Pave,AllPub,Inside,Sawyer,Norm,1Fam,SLvl,1987,MetalSd,1021,580,1601,0,1,0,BuiltIn,1,300,12,2008,140000
1395,30,60,10200,Pave,AllPub,Inside,Sawyer,Norm,1Fam,1Story,1997,Wd Sdng,672,0,672,0,1,0,Detchd,1,240,8,2008,108000
1396,190,,10532,Pave,AllPub,Corner,ClearCr,Norm,1Fam,1Story,1960,Plywood,1721,0,1721,1,2,0,Basment,2,626,12,2008,145000
1397,50,63,8375,Pave,AllPub,Corner,Sawyer,Norm,1Fam,1.5Fin,1973,Wd Sdng,864,486,1350,1,1,1,2Types,3,627,6,2008,152400
1398,80,,10200,Pave,AllPub,Inside,Sawyer,Norm,1Fam,SLvl,1970,HdBoard,904,0,904,0,1,0,2Types,3,912,6,2008,144000
1399,120,,2887,Pave,AllPub,Inside,ClearCr,Norm,1Fam,1Story,1997,Wd Sdng,1291,0,1291,1,1,0,Attchd,2,431,11,2008,173000
1400,60,83,10005,Pave,AllPub,Inside,ClearCr,Norm,1Fam,2Story,1977,Plywood,1156,866,2022,0,2,1,Attchd,2,505,3,2008,192000
1401,20,82,20270,Pave,AllPub,CulDSac,ClearCr,Norm,1Fam,1Story,1979,Plywood,1524,0,1524,1,2,0,Attchd,2,478,4,2008,245000
1402,20,73,39104,Pave,AllPub,CulDSac,ClearCr,Norm,1Fam,1Story,2005,Plywood,1363,0,1363,1,1,0,Attchd,2,439,4,2008,241500
1403,20,,53227,Pave,AllPub,CulDSac,ClearCr,Norm,1Fam,1Story,1994,Plywood,1663,0,1663,1,1,0,Attchd,2,529,3,2008,256000
1404,80,124,11512,Pave,AllPub,Corner,Edwards,Norm,1Fam,SLvl,2006,Plywood,1357,0,1357,1,1,0,Basment,1,312,5,2008,177000
1405,50,50,5190,Pave,AllPub,Inside,Edwards,Norm,1Fam,1.5Fin,1950,BrkFace,617,462,1079,0,1,0,Attchd,1,249,1,2008,125600
1406,20,85,10452,Pave,AllPub,Inside,Edwards,Norm,1Fam,1Story,1953,Wd Sdng,1094,0,1094,0,1,0,Attchd,2,495,6,2008,155000
1407,50,75,45600,Pave,AllPub,Inside,ClearCr,Norm,1Fam,1.5Fin,1997,Wd Sdng,1307,1051,2358,0,3,0,Detchd,2,360,9,2008,240000
1408,30,85,19550,Pave,AllPub,Inside,Edwards,Norm,1Fam,1Story,2007,PreCast,1518,0,1518,1,1,0,NA,0,0,1,2008,260000
1409,50,66,21780,Pave,AllPub,Inside,Edwards,Norm,1Fam,1.5Fin,1950,Wd Sdng,1163,511,1674,0,2,0,Detchd,2,396,7,2008,185000
1410,70,120,13728,Pave,AllPub,Corner,Edwards,Norm,1Fam,2Story,1986,Stucco,1236,872,2108,0,2,0,Basment,2,540,7,2008,235000
1411,20,68,9571,Pave,AllPub,Inside,Edwards,Norm,1Fam,1Story,1956,Wd Sdng,1509,0,1509,1,1,0,Attchd,1,322,7,2008,159900
1412,90,50,9350,Pave,AllPub,Inside,Edwards,Norm,Duplex,SFoyer,1975,HdBoard,864,0,864,1,1,0,NA,0,0,4,2008,99600
1413,60,50,9360,Pave,AllPub,Corner,Edwards,Norm,1Fam,2Story,2001,VinylSd,621,648,1269,0,1,1,Detchd,1,280,11,2008,134500
1414,50,50,8405,Pave,AllPub,Inside,Edwards,Norm,1Fam,1.5Fin,1950,MetalSd,961,406,1367,1,1,0,Detchd,1,384,4,2008,119000
1415,190,70,7000,Pave,AllPub,Inside,Edwards,Norm,2fmCon,2Story,1991,MetalSd,820,527,1347,1,1,0,NA,0,0,1,2008,107500
1416,190,68,10880,Pave,AllPub,Inside,Edwards,Norm,2fmCon,1Story,1950,MetalSd,1164,0,1164,1,1,0,Detchd,1,240,8,2008,125000
1417,50,60,9600,Pave,AllPub,Corner,Edwards,Artery,1Fam,1.5Fin,1950,Wd Sdng,572,524,1096,0,1,0,NA,0,0,4,2008,79000
1418,50,60,9084,Pave,AllPub,Inside,Edwards,Artery,1Fam,1.5Fin,1950,VinylSd,616,495,1111,0,1,0,Detchd,1,200,3,2008,95000
1419,60,86,11839,Pave,AllPub,Inside,SawyerW,Norm,1Fam,2Story,1990,HdBoard,1532,797,2329,1,2,1,Attchd,2,514,5,2008,262280
1420,60,,9771,Pave,AllPub,Corner,SawyerW,Norm,1Fam,2Story,2002,HdBoard,1093,1721,2814,0,2,1,BuiltIn,2,614,6,2008,260000
1421,20,80,9938,Pave,AllPub,Inside,SawyerW,Norm,1Fam,1Story,1994,HdBoard,1626,0,1626,1,2,1,Attchd,2,534,4,2008,226500
1422,60,,14171,Pave,AllPub,CulDSac,SawyerW,Norm,1Fam,2Story,1994,VinylSd,1101,1099,2200,0,2,1,Attchd,2,453,12,2008,225000
1423,80,85,10541,Pave,AllPub,Corner,SawyerW,Norm,1Fam,SLvl,1996,VinylSd,1302,735,2037,0,2,1,Attchd,2,472,2,2008,229000
1424,60,65,10616,Pave,AllPub,Inside,CollgCr,Norm,1Fam,2Story,2007,VinylSd,628,728,1356,0,2,1,BuiltIn,2,484,3,2008,177439
